scoring_method,k,n_models,top_k_acc
Only-MS$^2$,20,8,30.141766452437068
LC-MS$^2$Struct,1,1,14.000000000000002
LC-MS$^2$Struct,20,1,34.0
Only-MS$^2$,1,1,3.842259494891073
Only-MS$^2$,20,1,30.29094714809
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,34.0
Only-MS$^2$,1,2,3.842259494891073
Only-MS$^2$,20,2,30.29094714809
LC-MS$^2$Struct,1,3,12.0
LC-MS$^2$Struct,20,3,38.0
Only-MS$^2$,1,3,3.842259494891073
Only-MS$^2$,20,3,30.29094714809
LC-MS$^2$Struct,1,4,14.000000000000002
LC-MS$^2$Struct,20,4,36.0
Only-MS$^2$,1,4,3.842259494891073
Only-MS$^2$,20,4,30.29094714809
LC-MS$^2$Struct,1,5,12.0
LC-MS$^2$Struct,20,5,36.0
Only-MS$^2$,1,5,3.842259494891073
Only-MS$^2$,20,5,30.29094714809
LC-MS$^2$Struct,1,6,12.0
LC-MS$^2$Struct,20,6,32.0
Only-MS$^2$,1,6,3.842259494891073
Only-MS$^2$,20,6,30.29094714809
LC-MS$^2$Struct,1,7,16.0
LC-MS$^2$Struct,20,7,32.0
Only-MS$^2$,1,7,3.842259494891073
Only-MS$^2$,20,7,30.29094714809
LC-MS$^2$Struct,1,8,16.0
LC-MS$^2$Struct,20,8,32.0
Only-MS$^2$,1,8,3.842259494891073
Only-MS$^2$,20,8,30.29094714809
LC-MS$^2$Struct,1,1,8.0
LC-MS$^2$Struct,20,1,48.0
Only-MS$^2$,1,1,1.0666666666666669
Only-MS$^2$,20,1,39.24999999999999
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,46.0
Only-MS$^2$,1,2,1.0666666666666669
Only-MS$^2$,20,2,39.24999999999999
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,46.0
Only-MS$^2$,1,3,1.0666666666666669
Only-MS$^2$,20,3,39.24999999999999
LC-MS$^2$Struct,1,4,12.0
LC-MS$^2$Struct,20,4,44.0
Only-MS$^2$,1,4,1.0666666666666669
Only-MS$^2$,20,4,39.24999999999999
LC-MS$^2$Struct,1,5,14.000000000000002
LC-MS$^2$Struct,20,5,42.0
Only-MS$^2$,1,5,1.0666666666666669
Only-MS$^2$,20,5,39.24999999999999
LC-MS$^2$Struct,1,6,14.000000000000002
LC-MS$^2$Struct,20,6,44.0
Only-MS$^2$,1,6,1.0666666666666669
Only-MS$^2$,20,6,39.24999999999999
LC-MS$^2$Struct,1,7,12.0
LC-MS$^2$Struct,20,7,42.0
Only-MS$^2$,1,7,1.0666666666666669
Only-MS$^2$,20,7,39.24999999999999
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,40.0
Only-MS$^2$,1,8,1.0666666666666669
Only-MS$^2$,20,8,39.24999999999999
LC-MS$^2$Struct,1,1,6.0
LC-MS$^2$Struct,20,1,38.0
Only-MS$^2$,1,1,6.004663503913129
Only-MS$^2$,20,1,30.89327007826258
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,38.0
Only-MS$^2$,1,2,6.004663503913129
Only-MS$^2$,20,2,30.89327007826258
LC-MS$^2$Struct,1,3,12.0
LC-MS$^2$Struct,20,3,36.0
Only-MS$^2$,1,3,6.004663503913129
Only-MS$^2$,20,3,30.89327007826258
LC-MS$^2$Struct,1,4,10.0
LC-MS$^2$Struct,20,4,38.0
Only-MS$^2$,1,4,6.004663503913129
Only-MS$^2$,20,4,30.89327007826258
LC-MS$^2$Struct,1,5,10.0
LC-MS$^2$Struct,20,5,40.0
Only-MS$^2$,1,5,6.004663503913129
Only-MS$^2$,20,5,30.89327007826258
LC-MS$^2$Struct,1,6,12.0
LC-MS$^2$Struct,20,6,40.0
Only-MS$^2$,1,6,6.004663503913129
Only-MS$^2$,20,6,30.89327007826258
LC-MS$^2$Struct,1,7,8.0
LC-MS$^2$Struct,20,7,40.0
Only-MS$^2$,1,7,6.004663503913129
Only-MS$^2$,20,7,30.89327007826258
LC-MS$^2$Struct,1,8,6.0
LC-MS$^2$Struct,20,8,40.0
Only-MS$^2$,1,8,6.004663503913129
Only-MS$^2$,20,8,30.89327007826258
LC-MS$^2$Struct,1,1,16.0
LC-MS$^2$Struct,20,1,50.0
Only-MS$^2$,1,1,3.0713301705797957
Only-MS$^2$,20,1,34.310957153092495
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,44.0
Only-MS$^2$,1,2,3.0713301705797957
Only-MS$^2$,20,2,34.310957153092495
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,48.0
Only-MS$^2$,1,3,3.0713301705797957
Only-MS$^2$,20,3,34.310957153092495
LC-MS$^2$Struct,1,4,8.0
LC-MS$^2$Struct,20,4,48.0
Only-MS$^2$,1,4,3.0713301705797957
Only-MS$^2$,20,4,34.310957153092495
LC-MS$^2$Struct,1,5,8.0
LC-MS$^2$Struct,20,5,44.0
Only-MS$^2$,1,5,3.0713301705797957
Only-MS$^2$,20,5,34.310957153092495
LC-MS$^2$Struct,1,6,8.0
LC-MS$^2$Struct,20,6,44.0
Only-MS$^2$,1,6,3.0713301705797957
Only-MS$^2$,20,6,34.310957153092495
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,44.0
Only-MS$^2$,1,7,3.0713301705797957
Only-MS$^2$,20,7,34.310957153092495
LC-MS$^2$Struct,1,8,8.0
LC-MS$^2$Struct,20,8,46.0
Only-MS$^2$,1,8,3.0713301705797957
Only-MS$^2$,20,8,34.310957153092495
LC-MS$^2$Struct,1,1,10.666666666666668
LC-MS$^2$Struct,20,1,56.00000000000001
Only-MS$^2$,1,1,2.7406265378078785
Only-MS$^2$,20,1,43.61355116432085
LC-MS$^2$Struct,1,2,16.0
LC-MS$^2$Struct,20,2,57.99999999999999
Only-MS$^2$,1,2,2.7406265378078785
Only-MS$^2$,20,2,43.61355116432085
LC-MS$^2$Struct,1,3,22.0
LC-MS$^2$Struct,20,3,54.0
Only-MS$^2$,1,3,2.7406265378078785
Only-MS$^2$,20,3,43.61355116432085
LC-MS$^2$Struct,1,4,20.0
LC-MS$^2$Struct,20,4,50.0
Only-MS$^2$,1,4,2.7406265378078785
Only-MS$^2$,20,4,43.61355116432085
LC-MS$^2$Struct,1,5,20.0
LC-MS$^2$Struct,20,5,50.0
Only-MS$^2$,1,5,2.7406265378078785
Only-MS$^2$,20,5,43.61355116432085
LC-MS$^2$Struct,1,6,18.0
LC-MS$^2$Struct,20,6,52.0
Only-MS$^2$,1,6,2.7406265378078785
Only-MS$^2$,20,6,43.61355116432085
LC-MS$^2$Struct,1,7,18.0
LC-MS$^2$Struct,20,7,52.0
Only-MS$^2$,1,7,2.7406265378078785
Only-MS$^2$,20,7,43.61355116432085
LC-MS$^2$Struct,1,8,18.0
LC-MS$^2$Struct,20,8,56.00000000000001
Only-MS$^2$,1,8,2.7406265378078785
Only-MS$^2$,20,8,43.61355116432085
LC-MS$^2$Struct,1,1,10.005347593582886
LC-MS$^2$Struct,20,1,36.10695187165774
Only-MS$^2$,1,1,0.672373049269733
Only-MS$^2$,20,1,23.131814726891253
LC-MS$^2$Struct,1,2,4.0
LC-MS$^2$Struct,20,2,30.0
Only-MS$^2$,1,2,0.672373049269733
Only-MS$^2$,20,2,23.131814726891253
LC-MS$^2$Struct,1,3,6.0
LC-MS$^2$Struct,20,3,42.0
Only-MS$^2$,1,3,0.672373049269733
Only-MS$^2$,20,3,23.131814726891253
LC-MS$^2$Struct,1,4,8.0
LC-MS$^2$Struct,20,4,36.0
Only-MS$^2$,1,4,0.672373049269733
Only-MS$^2$,20,4,23.131814726891253
LC-MS$^2$Struct,1,5,6.0
LC-MS$^2$Struct,20,5,36.0
Only-MS$^2$,1,5,0.672373049269733
Only-MS$^2$,20,5,23.131814726891253
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,36.0
Only-MS$^2$,1,6,0.672373049269733
Only-MS$^2$,20,6,23.131814726891253
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,38.0
Only-MS$^2$,1,7,0.672373049269733
Only-MS$^2$,20,7,23.131814726891253
LC-MS$^2$Struct,1,8,8.0
LC-MS$^2$Struct,20,8,36.0
Only-MS$^2$,1,8,0.672373049269733
Only-MS$^2$,20,8,23.131814726891253
LC-MS$^2$Struct,1,1,4.0
LC-MS$^2$Struct,20,1,30.0
Only-MS$^2$,1,1,2.113556862619407
Only-MS$^2$,20,1,26.16587409449341
LC-MS$^2$Struct,1,2,6.0
LC-MS$^2$Struct,20,2,30.0
Only-MS$^2$,1,2,2.113556862619407
Only-MS$^2$,20,2,26.16587409449341
LC-MS$^2$Struct,1,3,6.0
LC-MS$^2$Struct,20,3,32.0
Only-MS$^2$,1,3,2.113556862619407
Only-MS$^2$,20,3,26.16587409449341
LC-MS$^2$Struct,1,4,6.0
LC-MS$^2$Struct,20,4,28.000000000000004
Only-MS$^2$,1,4,2.113556862619407
Only-MS$^2$,20,4,26.16587409449341
LC-MS$^2$Struct,1,5,6.0
LC-MS$^2$Struct,20,5,28.000000000000004
Only-MS$^2$,1,5,2.113556862619407
Only-MS$^2$,20,5,26.16587409449341
LC-MS$^2$Struct,1,6,6.0
LC-MS$^2$Struct,20,6,28.000000000000004
Only-MS$^2$,1,6,2.113556862619407
Only-MS$^2$,20,6,26.16587409449341
LC-MS$^2$Struct,1,7,6.0
LC-MS$^2$Struct,20,7,28.000000000000004
Only-MS$^2$,1,7,2.113556862619407
Only-MS$^2$,20,7,26.16587409449341
LC-MS$^2$Struct,1,8,6.0
LC-MS$^2$Struct,20,8,28.000000000000004
Only-MS$^2$,1,8,2.113556862619407
Only-MS$^2$,20,8,26.16587409449341
LC-MS$^2$Struct,1,1,7.000000000000001
LC-MS$^2$Struct,20,1,46.0
Only-MS$^2$,1,1,1.6723730492697326
Only-MS$^2$,20,1,25.131814726891243
LC-MS$^2$Struct,1,2,8.0
LC-MS$^2$Struct,20,2,42.0
Only-MS$^2$,1,2,1.6723730492697326
Only-MS$^2$,20,2,25.131814726891243
LC-MS$^2$Struct,1,3,14.000000000000002
LC-MS$^2$Struct,20,3,40.0
Only-MS$^2$,1,3,1.6723730492697326
Only-MS$^2$,20,3,25.131814726891243
LC-MS$^2$Struct,1,4,14.000000000000002
LC-MS$^2$Struct,20,4,40.0
Only-MS$^2$,1,4,1.6723730492697326
Only-MS$^2$,20,4,25.131814726891243
LC-MS$^2$Struct,1,5,10.0
LC-MS$^2$Struct,20,5,38.0
Only-MS$^2$,1,5,1.6723730492697326
Only-MS$^2$,20,5,25.131814726891243
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,42.0
Only-MS$^2$,1,6,1.6723730492697326
Only-MS$^2$,20,6,25.131814726891243
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,38.0
Only-MS$^2$,1,7,1.6723730492697326
Only-MS$^2$,20,7,25.131814726891243
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,40.0
Only-MS$^2$,1,8,1.6723730492697326
Only-MS$^2$,20,8,25.131814726891243
LC-MS$^2$Struct,1,1,8.0
LC-MS$^2$Struct,20,1,36.0
Only-MS$^2$,1,1,5.4
Only-MS$^2$,20,1,35.717687074829925
LC-MS$^2$Struct,1,2,6.0
LC-MS$^2$Struct,20,2,34.0
Only-MS$^2$,1,2,5.4
Only-MS$^2$,20,2,35.717687074829925
LC-MS$^2$Struct,1,3,8.0
LC-MS$^2$Struct,20,3,38.0
Only-MS$^2$,1,3,5.4
Only-MS$^2$,20,3,35.717687074829925
LC-MS$^2$Struct,1,4,6.0
LC-MS$^2$Struct,20,4,42.0
Only-MS$^2$,1,4,5.4
Only-MS$^2$,20,4,35.717687074829925
LC-MS$^2$Struct,1,5,8.0
LC-MS$^2$Struct,20,5,46.0
Only-MS$^2$,1,5,5.4
Only-MS$^2$,20,5,35.717687074829925
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,46.0
Only-MS$^2$,1,6,5.4
Only-MS$^2$,20,6,35.717687074829925
LC-MS$^2$Struct,1,7,8.0
LC-MS$^2$Struct,20,7,46.0
Only-MS$^2$,1,7,5.4
Only-MS$^2$,20,7,35.717687074829925
LC-MS$^2$Struct,1,8,8.0
LC-MS$^2$Struct,20,8,44.0
Only-MS$^2$,1,8,5.4
Only-MS$^2$,20,8,35.717687074829925
LC-MS$^2$Struct,1,1,4.0
LC-MS$^2$Struct,20,1,33.99999999999999
Only-MS$^2$,1,1,2.6718987263413654
Only-MS$^2$,20,1,29.60464119349398
LC-MS$^2$Struct,1,2,2.0
LC-MS$^2$Struct,20,2,36.0
Only-MS$^2$,1,2,2.6718987263413654
Only-MS$^2$,20,2,29.60464119349398
LC-MS$^2$Struct,1,3,2.0
LC-MS$^2$Struct,20,3,34.0
Only-MS$^2$,1,3,2.6718987263413654
Only-MS$^2$,20,3,29.60464119349398
LC-MS$^2$Struct,1,4,2.0
LC-MS$^2$Struct,20,4,36.0
Only-MS$^2$,1,4,2.6718987263413654
Only-MS$^2$,20,4,29.60464119349398
LC-MS$^2$Struct,1,5,2.0
LC-MS$^2$Struct,20,5,36.0
Only-MS$^2$,1,5,2.6718987263413654
Only-MS$^2$,20,5,29.60464119349398
LC-MS$^2$Struct,1,6,2.0
LC-MS$^2$Struct,20,6,34.0
Only-MS$^2$,1,6,2.6718987263413654
Only-MS$^2$,20,6,29.60464119349398
LC-MS$^2$Struct,1,7,2.0
LC-MS$^2$Struct,20,7,34.0
Only-MS$^2$,1,7,2.6718987263413654
Only-MS$^2$,20,7,29.60464119349398
LC-MS$^2$Struct,1,8,2.0
LC-MS$^2$Struct,20,8,36.0
Only-MS$^2$,1,8,2.6718987263413654
Only-MS$^2$,20,8,29.60464119349398
LC-MS$^2$Struct,1,1,6.0
LC-MS$^2$Struct,20,1,40.0
Only-MS$^2$,1,1,2.7417366946778707
Only-MS$^2$,20,1,24.409009255876263
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,36.0
Only-MS$^2$,1,2,2.7417366946778707
Only-MS$^2$,20,2,24.409009255876263
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,36.0
Only-MS$^2$,1,3,2.7417366946778707
Only-MS$^2$,20,3,24.409009255876263
LC-MS$^2$Struct,1,4,12.0
LC-MS$^2$Struct,20,4,32.0
Only-MS$^2$,1,4,2.7417366946778707
Only-MS$^2$,20,4,24.409009255876263
LC-MS$^2$Struct,1,5,8.0
LC-MS$^2$Struct,20,5,32.0
Only-MS$^2$,1,5,2.7417366946778707
Only-MS$^2$,20,5,24.409009255876263
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,34.0
Only-MS$^2$,1,6,2.7417366946778707
Only-MS$^2$,20,6,24.409009255876263
LC-MS$^2$Struct,1,7,8.0
LC-MS$^2$Struct,20,7,34.0
Only-MS$^2$,1,7,2.7417366946778707
Only-MS$^2$,20,7,24.409009255876263
LC-MS$^2$Struct,1,8,6.0
LC-MS$^2$Struct,20,8,34.0
Only-MS$^2$,1,8,2.7417366946778707
Only-MS$^2$,20,8,24.409009255876263
LC-MS$^2$Struct,1,1,4.666666666666667
LC-MS$^2$Struct,20,1,36.0
Only-MS$^2$,1,1,3.126830517153097
Only-MS$^2$,20,1,27.703277009728623
LC-MS$^2$Struct,1,2,4.0
LC-MS$^2$Struct,20,2,38.0
Only-MS$^2$,1,2,3.126830517153097
Only-MS$^2$,20,2,27.703277009728623
LC-MS$^2$Struct,1,3,8.0
LC-MS$^2$Struct,20,3,38.0
Only-MS$^2$,1,3,3.126830517153097
Only-MS$^2$,20,3,27.703277009728623
LC-MS$^2$Struct,1,4,6.0
LC-MS$^2$Struct,20,4,36.0
Only-MS$^2$,1,4,3.126830517153097
Only-MS$^2$,20,4,27.703277009728623
LC-MS$^2$Struct,1,5,12.0
LC-MS$^2$Struct,20,5,36.0
Only-MS$^2$,1,5,3.126830517153097
Only-MS$^2$,20,5,27.703277009728623
LC-MS$^2$Struct,1,6,12.0
LC-MS$^2$Struct,20,6,34.0
Only-MS$^2$,1,6,3.126830517153097
Only-MS$^2$,20,6,27.703277009728623
LC-MS$^2$Struct,1,7,12.0
LC-MS$^2$Struct,20,7,36.0
Only-MS$^2$,1,7,3.126830517153097
Only-MS$^2$,20,7,27.703277009728623
LC-MS$^2$Struct,1,8,12.0
LC-MS$^2$Struct,20,8,40.0
Only-MS$^2$,1,8,3.126830517153097
Only-MS$^2$,20,8,27.703277009728623
LC-MS$^2$Struct,1,1,8.285714285714286
LC-MS$^2$Struct,20,1,42.0
Only-MS$^2$,1,1,2.954915806626833
Only-MS$^2$,20,1,29.85069708491761
LC-MS$^2$Struct,1,2,10.0
LC-MS$^2$Struct,20,2,42.0
Only-MS$^2$,1,2,2.954915806626833
Only-MS$^2$,20,2,29.85069708491761
LC-MS$^2$Struct,1,3,8.0
LC-MS$^2$Struct,20,3,40.0
Only-MS$^2$,1,3,2.954915806626833
Only-MS$^2$,20,3,29.85069708491761
LC-MS$^2$Struct,1,4,6.0
LC-MS$^2$Struct,20,4,44.0
Only-MS$^2$,1,4,2.954915806626833
Only-MS$^2$,20,4,29.85069708491761
LC-MS$^2$Struct,1,5,6.0
LC-MS$^2$Struct,20,5,46.0
Only-MS$^2$,1,5,2.954915806626833
Only-MS$^2$,20,5,29.85069708491761
LC-MS$^2$Struct,1,6,8.0
LC-MS$^2$Struct,20,6,43.0
Only-MS$^2$,1,6,2.954915806626833
Only-MS$^2$,20,6,29.85069708491761
LC-MS$^2$Struct,1,7,8.0
LC-MS$^2$Struct,20,7,42.0
Only-MS$^2$,1,7,2.954915806626833
Only-MS$^2$,20,7,29.85069708491761
LC-MS$^2$Struct,1,8,6.0
LC-MS$^2$Struct,20,8,38.0
Only-MS$^2$,1,8,2.954915806626833
Only-MS$^2$,20,8,29.85069708491761
LC-MS$^2$Struct,1,1,9.0
LC-MS$^2$Struct,20,1,48.0
Only-MS$^2$,1,1,2.2364572580020647
Only-MS$^2$,20,1,32.06247849337463
LC-MS$^2$Struct,1,2,6.0
LC-MS$^2$Struct,20,2,46.0
Only-MS$^2$,1,2,2.2364572580020647
Only-MS$^2$,20,2,32.06247849337463
LC-MS$^2$Struct,1,3,6.0
LC-MS$^2$Struct,20,3,48.0
Only-MS$^2$,1,3,2.2364572580020647
Only-MS$^2$,20,3,32.06247849337463
LC-MS$^2$Struct,1,4,6.0
LC-MS$^2$Struct,20,4,48.0
Only-MS$^2$,1,4,2.2364572580020647
Only-MS$^2$,20,4,32.06247849337463
LC-MS$^2$Struct,1,5,4.0
LC-MS$^2$Struct,20,5,48.0
Only-MS$^2$,1,5,2.2364572580020647
Only-MS$^2$,20,5,32.06247849337463
LC-MS$^2$Struct,1,6,6.0
LC-MS$^2$Struct,20,6,48.0
Only-MS$^2$,1,6,2.2364572580020647
Only-MS$^2$,20,6,32.06247849337463
LC-MS$^2$Struct,1,7,8.0
LC-MS$^2$Struct,20,7,48.0
Only-MS$^2$,1,7,2.2364572580020647
Only-MS$^2$,20,7,32.06247849337463
LC-MS$^2$Struct,1,8,4.0
LC-MS$^2$Struct,20,8,48.0
Only-MS$^2$,1,8,2.2364572580020647
Only-MS$^2$,20,8,32.06247849337463
LC-MS$^2$Struct,1,1,4.0
LC-MS$^2$Struct,20,1,45.63636363636362
Only-MS$^2$,1,1,2.3506672300817875
Only-MS$^2$,20,1,32.241374904666046
LC-MS$^2$Struct,1,2,2.0
LC-MS$^2$Struct,20,2,39.63636363636362
Only-MS$^2$,1,2,2.3506672300817875
Only-MS$^2$,20,2,32.241374904666046
LC-MS$^2$Struct,1,3,2.0
LC-MS$^2$Struct,20,3,42.0
Only-MS$^2$,1,3,2.3506672300817875
Only-MS$^2$,20,3,32.241374904666046
LC-MS$^2$Struct,1,4,8.0
LC-MS$^2$Struct,20,4,44.0
Only-MS$^2$,1,4,2.3506672300817875
Only-MS$^2$,20,4,32.241374904666046
LC-MS$^2$Struct,1,5,8.0
LC-MS$^2$Struct,20,5,44.0
Only-MS$^2$,1,5,2.3506672300817875
Only-MS$^2$,20,5,32.241374904666046
LC-MS$^2$Struct,1,6,6.0
LC-MS$^2$Struct,20,6,44.0
Only-MS$^2$,1,6,2.3506672300817875
Only-MS$^2$,20,6,32.241374904666046
LC-MS$^2$Struct,1,7,4.0
LC-MS$^2$Struct,20,7,44.0
Only-MS$^2$,1,7,2.3506672300817875
Only-MS$^2$,20,7,32.241374904666046
LC-MS$^2$Struct,1,8,4.0
LC-MS$^2$Struct,20,8,42.0
Only-MS$^2$,1,8,2.3506672300817875
Only-MS$^2$,20,8,32.241374904666046
LC-MS$^2$Struct,1,1,7.000000000000001
LC-MS$^2$Struct,20,1,40.0
Only-MS$^2$,1,1,1.6918320146074255
Only-MS$^2$,20,1,22.67949743500565
LC-MS$^2$Struct,1,2,8.0
LC-MS$^2$Struct,20,2,40.0
Only-MS$^2$,1,2,1.6918320146074255
Only-MS$^2$,20,2,22.67949743500565
LC-MS$^2$Struct,1,3,6.0
LC-MS$^2$Struct,20,3,40.0
Only-MS$^2$,1,3,1.6918320146074255
Only-MS$^2$,20,3,22.67949743500565
LC-MS$^2$Struct,1,4,4.0
LC-MS$^2$Struct,20,4,40.0
Only-MS$^2$,1,4,1.6918320146074255
Only-MS$^2$,20,4,22.67949743500565
LC-MS$^2$Struct,1,5,2.0
LC-MS$^2$Struct,20,5,40.0
Only-MS$^2$,1,5,1.6918320146074255
Only-MS$^2$,20,5,22.67949743500565
LC-MS$^2$Struct,1,6,2.0
LC-MS$^2$Struct,20,6,42.0
Only-MS$^2$,1,6,1.6918320146074255
Only-MS$^2$,20,6,22.67949743500565
LC-MS$^2$Struct,1,7,0.0
LC-MS$^2$Struct,20,7,40.0
Only-MS$^2$,1,7,1.6918320146074255
Only-MS$^2$,20,7,22.67949743500565
LC-MS$^2$Struct,1,8,2.0
LC-MS$^2$Struct,20,8,40.0
Only-MS$^2$,1,8,1.6918320146074255
Only-MS$^2$,20,8,22.67949743500565
LC-MS$^2$Struct,1,1,10.0
LC-MS$^2$Struct,20,1,38.0
Only-MS$^2$,1,1,3.4526315789473685
Only-MS$^2$,20,1,29.052631578947373
LC-MS$^2$Struct,1,2,10.0
LC-MS$^2$Struct,20,2,42.0
Only-MS$^2$,1,2,3.4526315789473685
Only-MS$^2$,20,2,29.052631578947373
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,42.0
Only-MS$^2$,1,3,3.4526315789473685
Only-MS$^2$,20,3,29.052631578947373
LC-MS$^2$Struct,1,4,10.0
LC-MS$^2$Struct,20,4,42.0
Only-MS$^2$,1,4,3.4526315789473685
Only-MS$^2$,20,4,29.052631578947373
LC-MS$^2$Struct,1,5,10.0
LC-MS$^2$Struct,20,5,44.0
Only-MS$^2$,1,5,3.4526315789473685
Only-MS$^2$,20,5,29.052631578947373
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,44.0
Only-MS$^2$,1,6,3.4526315789473685
Only-MS$^2$,20,6,29.052631578947373
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,42.0
Only-MS$^2$,1,7,3.4526315789473685
Only-MS$^2$,20,7,29.052631578947373
LC-MS$^2$Struct,1,8,8.0
LC-MS$^2$Struct,20,8,44.0
Only-MS$^2$,1,8,3.4526315789473685
Only-MS$^2$,20,8,29.052631578947373
LC-MS$^2$Struct,1,1,9.0
LC-MS$^2$Struct,20,1,38.0
Only-MS$^2$,1,1,5.158333333333334
Only-MS$^2$,20,1,27.282608695652165
LC-MS$^2$Struct,1,2,6.0
LC-MS$^2$Struct,20,2,38.0
Only-MS$^2$,1,2,5.158333333333334
Only-MS$^2$,20,2,27.282608695652165
LC-MS$^2$Struct,1,3,6.0
LC-MS$^2$Struct,20,3,38.0
Only-MS$^2$,1,3,5.158333333333334
Only-MS$^2$,20,3,27.282608695652165
LC-MS$^2$Struct,1,4,4.0
LC-MS$^2$Struct,20,4,38.0
Only-MS$^2$,1,4,5.158333333333334
Only-MS$^2$,20,4,27.282608695652165
LC-MS$^2$Struct,1,5,4.0
LC-MS$^2$Struct,20,5,36.0
Only-MS$^2$,1,5,5.158333333333334
Only-MS$^2$,20,5,27.282608695652165
LC-MS$^2$Struct,1,6,6.0
LC-MS$^2$Struct,20,6,38.0
Only-MS$^2$,1,6,5.158333333333334
Only-MS$^2$,20,6,27.282608695652165
LC-MS$^2$Struct,1,7,6.0
LC-MS$^2$Struct,20,7,36.0
Only-MS$^2$,1,7,5.158333333333334
Only-MS$^2$,20,7,27.282608695652165
LC-MS$^2$Struct,1,8,6.0
LC-MS$^2$Struct,20,8,36.0
Only-MS$^2$,1,8,5.158333333333334
Only-MS$^2$,20,8,27.282608695652165
LC-MS$^2$Struct,1,1,12.0
LC-MS$^2$Struct,20,1,41.99999999999999
Only-MS$^2$,1,1,7.400000000000001
Only-MS$^2$,20,1,34.533333333333346
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,42.0
Only-MS$^2$,1,2,7.400000000000001
Only-MS$^2$,20,2,34.533333333333346
LC-MS$^2$Struct,1,3,12.0
LC-MS$^2$Struct,20,3,42.0
Only-MS$^2$,1,3,7.400000000000001
Only-MS$^2$,20,3,34.533333333333346
LC-MS$^2$Struct,1,4,14.000000000000002
LC-MS$^2$Struct,20,4,38.0
Only-MS$^2$,1,4,7.400000000000001
Only-MS$^2$,20,4,34.533333333333346
LC-MS$^2$Struct,1,5,12.0
LC-MS$^2$Struct,20,5,42.0
Only-MS$^2$,1,5,7.400000000000001
Only-MS$^2$,20,5,34.533333333333346
LC-MS$^2$Struct,1,6,12.0
LC-MS$^2$Struct,20,6,42.0
Only-MS$^2$,1,6,7.400000000000001
Only-MS$^2$,20,6,34.533333333333346
LC-MS$^2$Struct,1,7,12.0
LC-MS$^2$Struct,20,7,42.0
Only-MS$^2$,1,7,7.400000000000001
Only-MS$^2$,20,7,34.533333333333346
LC-MS$^2$Struct,1,8,14.000000000000002
LC-MS$^2$Struct,20,8,42.0
Only-MS$^2$,1,8,7.400000000000001
Only-MS$^2$,20,8,34.533333333333346
LC-MS$^2$Struct,1,1,8.0
LC-MS$^2$Struct,20,1,46.0
Only-MS$^2$,1,1,6.029044288208144
Only-MS$^2$,20,1,30.58088576416289
LC-MS$^2$Struct,1,2,8.0
LC-MS$^2$Struct,20,2,46.0
Only-MS$^2$,1,2,6.029044288208144
Only-MS$^2$,20,2,30.58088576416289
LC-MS$^2$Struct,1,3,8.0
LC-MS$^2$Struct,20,3,48.0
Only-MS$^2$,1,3,6.029044288208144
Only-MS$^2$,20,3,30.58088576416289
LC-MS$^2$Struct,1,4,8.0
LC-MS$^2$Struct,20,4,46.0
Only-MS$^2$,1,4,6.029044288208144
Only-MS$^2$,20,4,30.58088576416289
LC-MS$^2$Struct,1,5,8.0
LC-MS$^2$Struct,20,5,44.0
Only-MS$^2$,1,5,6.029044288208144
Only-MS$^2$,20,5,30.58088576416289
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,44.0
Only-MS$^2$,1,6,6.029044288208144
Only-MS$^2$,20,6,30.58088576416289
LC-MS$^2$Struct,1,7,8.0
LC-MS$^2$Struct,20,7,44.0
Only-MS$^2$,1,7,6.029044288208144
Only-MS$^2$,20,7,30.58088576416289
LC-MS$^2$Struct,1,8,8.0
LC-MS$^2$Struct,20,8,44.0
Only-MS$^2$,1,8,6.029044288208144
Only-MS$^2$,20,8,30.58088576416289
LC-MS$^2$Struct,1,1,4.0
LC-MS$^2$Struct,20,1,36.0
