scoring_method,k,n_models,top_k_acc
LC-MS$^2$Struct,20,1,70.9276018099548
Only-MS$^2$,1,1,13.765091028736853
Only-MS$^2$,20,1,58.62100391817753
LC-MS$^2$Struct,1,2,21.568627450980397
LC-MS$^2$Struct,20,2,74.50980392156863
Only-MS$^2$,1,2,13.765091028736853
Only-MS$^2$,20,2,58.62100391817753
LC-MS$^2$Struct,1,3,25.49019607843137
LC-MS$^2$Struct,20,3,74.50980392156863
Only-MS$^2$,1,3,13.765091028736853
Only-MS$^2$,20,3,58.62100391817753
LC-MS$^2$Struct,1,4,27.450980392156865
LC-MS$^2$Struct,20,4,74.50980392156863
Only-MS$^2$,1,4,13.765091028736853
Only-MS$^2$,20,4,58.62100391817753
LC-MS$^2$Struct,1,5,27.450980392156865
LC-MS$^2$Struct,20,5,78.43137254901961
Only-MS$^2$,1,5,13.765091028736853
Only-MS$^2$,20,5,58.62100391817753
LC-MS$^2$Struct,1,6,29.411764705882355
LC-MS$^2$Struct,20,6,76.47058823529412
Only-MS$^2$,1,6,13.765091028736853
Only-MS$^2$,20,6,58.62100391817753
LC-MS$^2$Struct,1,7,29.411764705882355
LC-MS$^2$Struct,20,7,78.43137254901961
Only-MS$^2$,1,7,13.765091028736853
Only-MS$^2$,20,7,58.62100391817753
LC-MS$^2$Struct,1,8,29.411764705882355
LC-MS$^2$Struct,20,8,76.47058823529412
Only-MS$^2$,1,8,13.765091028736853
Only-MS$^2$,20,8,58.62100391817753
LC-MS$^2$Struct,1,1,37.25490196078432
LC-MS$^2$Struct,20,1,78.43137254901961
Only-MS$^2$,1,1,23.594771241830063
Only-MS$^2$,20,1,65.52287581699349
LC-MS$^2$Struct,1,2,33.33333333333333
LC-MS$^2$Struct,20,2,80.3921568627451
Only-MS$^2$,1,2,23.594771241830063
Only-MS$^2$,20,2,65.52287581699349
LC-MS$^2$Struct,1,3,33.33333333333333
LC-MS$^2$Struct,20,3,78.43137254901961
Only-MS$^2$,1,3,23.594771241830063
Only-MS$^2$,20,3,65.52287581699349
LC-MS$^2$Struct,1,4,31.37254901960784
LC-MS$^2$Struct,20,4,82.35294117647058
Only-MS$^2$,1,4,23.594771241830063
Only-MS$^2$,20,4,65.52287581699349
LC-MS$^2$Struct,1,5,33.33333333333333
LC-MS$^2$Struct,20,5,76.47058823529412
Only-MS$^2$,1,5,23.594771241830063
Only-MS$^2$,20,5,65.52287581699349
LC-MS$^2$Struct,1,6,31.37254901960784
LC-MS$^2$Struct,20,6,78.43137254901961
Only-MS$^2$,1,6,23.594771241830063
Only-MS$^2$,20,6,65.52287581699349
LC-MS$^2$Struct,1,7,31.37254901960784
LC-MS$^2$Struct,20,7,78.43137254901961
Only-MS$^2$,1,7,23.594771241830063
Only-MS$^2$,20,7,65.52287581699349
LC-MS$^2$Struct,1,8,31.37254901960784
LC-MS$^2$Struct,20,8,80.3921568627451
Only-MS$^2$,1,8,23.594771241830063
Only-MS$^2$,20,8,65.52287581699349
LC-MS$^2$Struct,1,1,20.588235294117645
LC-MS$^2$Struct,20,1,68.62745098039215
Only-MS$^2$,1,1,6.569438362607244
Only-MS$^2$,20,1,53.58585121393471
LC-MS$^2$Struct,1,2,21.568627450980397
LC-MS$^2$Struct,20,2,70.58823529411765
Only-MS$^2$,1,2,6.569438362607244
Only-MS$^2$,20,2,53.58585121393471
LC-MS$^2$Struct,1,3,22.54901960784314
LC-MS$^2$Struct,20,3,74.50980392156863
Only-MS$^2$,1,3,6.569438362607244
Only-MS$^2$,20,3,53.58585121393471
LC-MS$^2$Struct,1,4,22.54901960784314
LC-MS$^2$Struct,20,4,74.50980392156863
Only-MS$^2$,1,4,6.569438362607244
Only-MS$^2$,20,4,53.58585121393471
LC-MS$^2$Struct,1,5,20.588235294117645
LC-MS$^2$Struct,20,5,72.54901960784314
Only-MS$^2$,1,5,6.569438362607244
Only-MS$^2$,20,5,53.58585121393471
LC-MS$^2$Struct,1,6,22.54901960784314
LC-MS$^2$Struct,20,6,72.54901960784314
Only-MS$^2$,1,6,6.569438362607244
Only-MS$^2$,20,6,53.58585121393471
LC-MS$^2$Struct,1,7,22.54901960784314
LC-MS$^2$Struct,20,7,72.54901960784314
Only-MS$^2$,1,7,6.569438362607244
Only-MS$^2$,20,7,53.58585121393471
LC-MS$^2$Struct,1,8,20.588235294117645
LC-MS$^2$Struct,20,8,72.54901960784314
Only-MS$^2$,1,8,6.569438362607244
Only-MS$^2$,20,8,53.58585121393471
LC-MS$^2$Struct,1,1,30.0
LC-MS$^2$Struct,20,1,64.0
Only-MS$^2$,1,1,10.0
Only-MS$^2$,20,1,58.01794871794871
LC-MS$^2$Struct,1,2,26.0
LC-MS$^2$Struct,20,2,66.0
Only-MS$^2$,1,2,10.0
Only-MS$^2$,20,2,58.01794871794871
LC-MS$^2$Struct,1,3,20.0
LC-MS$^2$Struct,20,3,62.0
Only-MS$^2$,1,3,10.0
Only-MS$^2$,20,3,58.01794871794871
LC-MS$^2$Struct,1,4,22.0
LC-MS$^2$Struct,20,4,64.0
Only-MS$^2$,1,4,10.0
Only-MS$^2$,20,4,58.01794871794871
LC-MS$^2$Struct,1,5,18.0
LC-MS$^2$Struct,20,5,66.0
Only-MS$^2$,1,5,10.0
Only-MS$^2$,20,5,58.01794871794871
LC-MS$^2$Struct,1,6,20.0
LC-MS$^2$Struct,20,6,66.0
Only-MS$^2$,1,6,10.0
Only-MS$^2$,20,6,58.01794871794871
LC-MS$^2$Struct,1,7,22.0
LC-MS$^2$Struct,20,7,66.0
Only-MS$^2$,1,7,10.0
Only-MS$^2$,20,7,58.01794871794871
LC-MS$^2$Struct,1,8,22.0
LC-MS$^2$Struct,20,8,66.0
Only-MS$^2$,1,8,10.0
Only-MS$^2$,20,8,58.01794871794871
LC-MS$^2$Struct,1,1,11.76470588235294
LC-MS$^2$Struct,20,1,62.74509803921568
Only-MS$^2$,1,1,9.943977591036417
Only-MS$^2$,20,1,43.1372549019608
LC-MS$^2$Struct,1,2,11.76470588235294
LC-MS$^2$Struct,20,2,58.82352941176471
Only-MS$^2$,1,2,9.943977591036417
Only-MS$^2$,20,2,43.1372549019608
LC-MS$^2$Struct,1,3,11.76470588235294
LC-MS$^2$Struct,20,3,58.82352941176471
Only-MS$^2$,1,3,9.943977591036417
Only-MS$^2$,20,3,43.1372549019608
LC-MS$^2$Struct,1,4,11.76470588235294
LC-MS$^2$Struct,20,4,58.82352941176471
Only-MS$^2$,1,4,9.943977591036417
Only-MS$^2$,20,4,43.1372549019608
LC-MS$^2$Struct,1,5,11.76470588235294
LC-MS$^2$Struct,20,5,56.86274509803921
Only-MS$^2$,1,5,9.943977591036417
Only-MS$^2$,20,5,43.1372549019608
LC-MS$^2$Struct,1,6,11.76470588235294
LC-MS$^2$Struct,20,6,56.86274509803921
Only-MS$^2$,1,6,9.943977591036417
Only-MS$^2$,20,6,43.1372549019608
LC-MS$^2$Struct,1,7,11.76470588235294
LC-MS$^2$Struct,20,7,54.90196078431373
Only-MS$^2$,1,7,9.943977591036417
Only-MS$^2$,20,7,43.1372549019608
LC-MS$^2$Struct,1,8,13.725490196078432
LC-MS$^2$Struct,20,8,54.90196078431373
Only-MS$^2$,1,8,9.943977591036417
Only-MS$^2$,20,8,43.1372549019608
LC-MS$^2$Struct,1,1,9.803921568627452
LC-MS$^2$Struct,20,1,52.94117647058824
Only-MS$^2$,1,1,3.92156862745098
Only-MS$^2$,20,1,39.2156862745098
LC-MS$^2$Struct,1,2,5.88235294117647
LC-MS$^2$Struct,20,2,49.01960784313725
Only-MS$^2$,1,2,3.92156862745098
Only-MS$^2$,20,2,39.2156862745098
LC-MS$^2$Struct,1,3,7.84313725490196
LC-MS$^2$Struct,20,3,50.98039215686274
Only-MS$^2$,1,3,3.92156862745098
Only-MS$^2$,20,3,39.2156862745098
LC-MS$^2$Struct,1,4,7.84313725490196
LC-MS$^2$Struct,20,4,50.98039215686274
Only-MS$^2$,1,4,3.92156862745098
Only-MS$^2$,20,4,39.2156862745098
LC-MS$^2$Struct,1,5,7.84313725490196
LC-MS$^2$Struct,20,5,50.98039215686274
Only-MS$^2$,1,5,3.92156862745098
Only-MS$^2$,20,5,39.2156862745098
LC-MS$^2$Struct,1,6,7.84313725490196
LC-MS$^2$Struct,20,6,52.94117647058824
Only-MS$^2$,1,6,3.92156862745098
Only-MS$^2$,20,6,39.2156862745098
LC-MS$^2$Struct,1,7,7.84313725490196
LC-MS$^2$Struct,20,7,50.98039215686274
Only-MS$^2$,1,7,3.92156862745098
Only-MS$^2$,20,7,39.2156862745098
LC-MS$^2$Struct,1,8,7.84313725490196
LC-MS$^2$Struct,20,8,52.94117647058824
Only-MS$^2$,1,8,3.92156862745098
Only-MS$^2$,20,8,39.2156862745098
LC-MS$^2$Struct,1,1,21.568627450980397
LC-MS$^2$Struct,20,1,66.66666666666666
Only-MS$^2$,1,1,15.68627450980392
Only-MS$^2$,20,1,62.74509803921568
LC-MS$^2$Struct,1,2,31.37254901960784
LC-MS$^2$Struct,20,2,68.62745098039215
Only-MS$^2$,1,2,15.68627450980392
Only-MS$^2$,20,2,62.74509803921568
LC-MS$^2$Struct,1,3,29.411764705882355
LC-MS$^2$Struct,20,3,66.66666666666666
Only-MS$^2$,1,3,15.68627450980392
Only-MS$^2$,20,3,62.74509803921568
LC-MS$^2$Struct,1,4,25.49019607843137
LC-MS$^2$Struct,20,4,72.54901960784314
Only-MS$^2$,1,4,15.68627450980392
Only-MS$^2$,20,4,62.74509803921568
LC-MS$^2$Struct,1,5,25.49019607843137
LC-MS$^2$Struct,20,5,68.62745098039215
Only-MS$^2$,1,5,15.68627450980392
Only-MS$^2$,20,5,62.74509803921568
LC-MS$^2$Struct,1,6,27.450980392156865
LC-MS$^2$Struct,20,6,72.54901960784314
Only-MS$^2$,1,6,15.68627450980392
Only-MS$^2$,20,6,62.74509803921568
LC-MS$^2$Struct,1,7,27.450980392156865
LC-MS$^2$Struct,20,7,70.58823529411765
Only-MS$^2$,1,7,15.68627450980392
Only-MS$^2$,20,7,62.74509803921568
LC-MS$^2$Struct,1,8,25.49019607843137
LC-MS$^2$Struct,20,8,68.62745098039215
Only-MS$^2$,1,8,15.68627450980392
Only-MS$^2$,20,8,62.74509803921568
LC-MS$^2$Struct,1,1,20.0
LC-MS$^2$Struct,20,1,70.0
Only-MS$^2$,1,1,14.000000000000002
Only-MS$^2$,20,1,46.11764705882352
LC-MS$^2$Struct,1,2,18.0
LC-MS$^2$Struct,20,2,70.0
Only-MS$^2$,1,2,14.000000000000002
Only-MS$^2$,20,2,46.11764705882352
LC-MS$^2$Struct,1,3,22.0
LC-MS$^2$Struct,20,3,70.0
Only-MS$^2$,1,3,14.000000000000002
Only-MS$^2$,20,3,46.11764705882352
LC-MS$^2$Struct,1,4,20.0
LC-MS$^2$Struct,20,4,70.0
Only-MS$^2$,1,4,14.000000000000002
Only-MS$^2$,20,4,46.11764705882352
LC-MS$^2$Struct,1,5,22.0
LC-MS$^2$Struct,20,5,70.0
Only-MS$^2$,1,5,14.000000000000002
Only-MS$^2$,20,5,46.11764705882352
LC-MS$^2$Struct,1,6,20.0
LC-MS$^2$Struct,20,6,72.0
Only-MS$^2$,1,6,14.000000000000002
Only-MS$^2$,20,6,46.11764705882352
LC-MS$^2$Struct,1,7,20.0
LC-MS$^2$Struct,20,7,70.0
Only-MS$^2$,1,7,14.000000000000002
Only-MS$^2$,20,7,46.11764705882352
LC-MS$^2$Struct,1,8,20.0
LC-MS$^2$Struct,20,8,72.0
Only-MS$^2$,1,8,14.000000000000002
Only-MS$^2$,20,8,46.11764705882352
LC-MS$^2$Struct,1,1,11.0
LC-MS$^2$Struct,20,1,55.99999999999999
Only-MS$^2$,1,1,5.437037037037038
Only-MS$^2$,20,1,48.74074074074074
LC-MS$^2$Struct,1,2,11.0
LC-MS$^2$Struct,20,2,52.0
Only-MS$^2$,1,2,5.437037037037038
Only-MS$^2$,20,2,48.74074074074074
LC-MS$^2$Struct,1,3,6.0
LC-MS$^2$Struct,20,3,60.0
Only-MS$^2$,1,3,5.437037037037038
Only-MS$^2$,20,3,48.74074074074074
LC-MS$^2$Struct,1,4,10.0
LC-MS$^2$Struct,20,4,62.0
Only-MS$^2$,1,4,5.437037037037038
Only-MS$^2$,20,4,48.74074074074074
LC-MS$^2$Struct,1,5,10.0
LC-MS$^2$Struct,20,5,60.0
Only-MS$^2$,1,5,5.437037037037038
Only-MS$^2$,20,5,48.74074074074074
LC-MS$^2$Struct,1,6,8.0
LC-MS$^2$Struct,20,6,56.00000000000001
Only-MS$^2$,1,6,5.437037037037038
Only-MS$^2$,20,6,48.74074074074074
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,56.00000000000001
Only-MS$^2$,1,7,5.437037037037038
Only-MS$^2$,20,7,48.74074074074074
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,60.0
Only-MS$^2$,1,8,5.437037037037038
Only-MS$^2$,20,8,48.74074074074074
LC-MS$^2$Struct,1,1,8.0
LC-MS$^2$Struct,20,1,51.99999999999999
Only-MS$^2$,1,1,2.0
Only-MS$^2$,20,1,34.0
LC-MS$^2$Struct,1,2,6.0
LC-MS$^2$Struct,20,2,52.0
Only-MS$^2$,1,2,2.0
Only-MS$^2$,20,2,34.0
LC-MS$^2$Struct,1,3,8.0
LC-MS$^2$Struct,20,3,48.0
Only-MS$^2$,1,3,2.0
Only-MS$^2$,20,3,34.0
LC-MS$^2$Struct,1,4,6.0
LC-MS$^2$Struct,20,4,50.0
Only-MS$^2$,1,4,2.0
Only-MS$^2$,20,4,34.0
LC-MS$^2$Struct,1,5,8.0
LC-MS$^2$Struct,20,5,48.0
Only-MS$^2$,1,5,2.0
Only-MS$^2$,20,5,34.0
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,50.0
Only-MS$^2$,1,6,2.0
Only-MS$^2$,20,6,34.0
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,52.0
Only-MS$^2$,1,7,2.0
Only-MS$^2$,20,7,34.0
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,48.0
Only-MS$^2$,1,8,2.0
Only-MS$^2$,20,8,34.0
LC-MS$^2$Struct,1,1,22.0
LC-MS$^2$Struct,20,1,58.06145251396651
Only-MS$^2$,1,1,8.0
Only-MS$^2$,20,1,41.55176470588238
LC-MS$^2$Struct,1,2,20.0
LC-MS$^2$Struct,20,2,57.99999999999999
Only-MS$^2$,1,2,8.0
Only-MS$^2$,20,2,41.55176470588238
LC-MS$^2$Struct,1,3,14.000000000000002
LC-MS$^2$Struct,20,3,56.00000000000001
Only-MS$^2$,1,3,8.0
Only-MS$^2$,20,3,41.55176470588238
LC-MS$^2$Struct,1,4,14.000000000000002
LC-MS$^2$Struct,20,4,50.0
Only-MS$^2$,1,4,8.0
Only-MS$^2$,20,4,41.55176470588238
LC-MS$^2$Struct,1,5,16.0
LC-MS$^2$Struct,20,5,54.0
Only-MS$^2$,1,5,8.0
Only-MS$^2$,20,5,41.55176470588238
LC-MS$^2$Struct,1,6,14.000000000000002
LC-MS$^2$Struct,20,6,54.0
Only-MS$^2$,1,6,8.0
Only-MS$^2$,20,6,41.55176470588238
LC-MS$^2$Struct,1,7,14.000000000000002
LC-MS$^2$Struct,20,7,54.0
Only-MS$^2$,1,7,8.0
Only-MS$^2$,20,7,41.55176470588238
LC-MS$^2$Struct,1,8,18.0
LC-MS$^2$Struct,20,8,56.00000000000001
Only-MS$^2$,1,8,8.0
Only-MS$^2$,20,8,41.55176470588238
LC-MS$^2$Struct,1,1,12.0
LC-MS$^2$Struct,20,1,60.0
Only-MS$^2$,1,1,9.666666666666668
Only-MS$^2$,20,1,49.07692307692311
LC-MS$^2$Struct,1,2,10.0
LC-MS$^2$Struct,20,2,60.0
Only-MS$^2$,1,2,9.666666666666668
Only-MS$^2$,20,2,49.07692307692311
LC-MS$^2$Struct,1,3,12.0
LC-MS$^2$Struct,20,3,60.0
Only-MS$^2$,1,3,9.666666666666668
Only-MS$^2$,20,3,49.07692307692311
LC-MS$^2$Struct,1,4,10.0
LC-MS$^2$Struct,20,4,60.0
Only-MS$^2$,1,4,9.666666666666668
Only-MS$^2$,20,4,49.07692307692311
LC-MS$^2$Struct,1,5,16.0
LC-MS$^2$Struct,20,5,60.0
Only-MS$^2$,1,5,9.666666666666668
Only-MS$^2$,20,5,49.07692307692311
LC-MS$^2$Struct,1,6,14.000000000000002
LC-MS$^2$Struct,20,6,60.0
Only-MS$^2$,1,6,9.666666666666668
Only-MS$^2$,20,6,49.07692307692311
LC-MS$^2$Struct,1,7,12.0
LC-MS$^2$Struct,20,7,57.99999999999999
Only-MS$^2$,1,7,9.666666666666668
Only-MS$^2$,20,7,49.07692307692311
LC-MS$^2$Struct,1,8,14.000000000000002
LC-MS$^2$Struct,20,8,57.99999999999999
Only-MS$^2$,1,8,9.666666666666668
Only-MS$^2$,20,8,49.07692307692311
LC-MS$^2$Struct,1,1,10.0
LC-MS$^2$Struct,20,1,51.99999999999999
Only-MS$^2$,1,1,2.2222222222222223
Only-MS$^2$,20,1,46.20137808401866
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,56.00000000000001
Only-MS$^2$,1,2,2.2222222222222223
Only-MS$^2$,20,2,46.20137808401866
LC-MS$^2$Struct,1,3,12.0
LC-MS$^2$Struct,20,3,62.0
Only-MS$^2$,1,3,2.2222222222222223
Only-MS$^2$,20,3,46.20137808401866
LC-MS$^2$Struct,1,4,16.0
LC-MS$^2$Struct,20,4,60.0
Only-MS$^2$,1,4,2.2222222222222223
Only-MS$^2$,20,4,46.20137808401866
LC-MS$^2$Struct,1,5,12.0
LC-MS$^2$Struct,20,5,64.0
Only-MS$^2$,1,5,2.2222222222222223
Only-MS$^2$,20,5,46.20137808401866
LC-MS$^2$Struct,1,6,12.0
LC-MS$^2$Struct,20,6,62.0
Only-MS$^2$,1,6,2.2222222222222223
Only-MS$^2$,20,6,46.20137808401866
LC-MS$^2$Struct,1,7,12.0
LC-MS$^2$Struct,20,7,66.0
Only-MS$^2$,1,7,2.2222222222222223
Only-MS$^2$,20,7,46.20137808401866
LC-MS$^2$Struct,1,8,12.0
LC-MS$^2$Struct,20,8,60.0
Only-MS$^2$,1,8,2.2222222222222223
Only-MS$^2$,20,8,46.20137808401866
LC-MS$^2$Struct,1,1,8.0
LC-MS$^2$Struct,20,1,42.0
Only-MS$^2$,1,1,8.0
Only-MS$^2$,20,1,40.0
LC-MS$^2$Struct,1,2,8.0
LC-MS$^2$Struct,20,2,46.0
Only-MS$^2$,1,2,8.0
Only-MS$^2$,20,2,40.0
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,50.0
Only-MS$^2$,1,3,8.0
Only-MS$^2$,20,3,40.0
LC-MS$^2$Struct,1,4,12.0
LC-MS$^2$Struct,20,4,50.0
Only-MS$^2$,1,4,8.0
Only-MS$^2$,20,4,40.0
LC-MS$^2$Struct,1,5,12.0
LC-MS$^2$Struct,20,5,50.0
Only-MS$^2$,1,5,8.0
Only-MS$^2$,20,5,40.0
LC-MS$^2$Struct,1,6,16.0
LC-MS$^2$Struct,20,6,50.0
Only-MS$^2$,1,6,8.0
Only-MS$^2$,20,6,40.0
LC-MS$^2$Struct,1,7,16.0
LC-MS$^2$Struct,20,7,50.0
Only-MS$^2$,1,7,8.0
Only-MS$^2$,20,7,40.0
LC-MS$^2$Struct,1,8,16.0
LC-MS$^2$Struct,20,8,46.0
Only-MS$^2$,1,8,8.0
Only-MS$^2$,20,8,40.0
LC-MS$^2$Struct,1,1,14.705882352941178
LC-MS$^2$Struct,20,1,57.932263814616746
Only-MS$^2$,1,1,10.294117647058822
Only-MS$^2$,20,1,50.97915999244271
LC-MS$^2$Struct,1,2,17.647058823529413
LC-MS$^2$Struct,20,2,54.90196078431373
Only-MS$^2$,1,2,10.294117647058822
Only-MS$^2$,20,2,50.97915999244271
LC-MS$^2$Struct,1,3,15.68627450980392
LC-MS$^2$Struct,20,3,56.86274509803921
Only-MS$^2$,1,3,10.294117647058822
Only-MS$^2$,20,3,50.97915999244271
LC-MS$^2$Struct,1,4,15.68627450980392
LC-MS$^2$Struct,20,4,54.90196078431373
Only-MS$^2$,1,4,10.294117647058822
Only-MS$^2$,20,4,50.97915999244271
LC-MS$^2$Struct,1,5,16.666666666666664
LC-MS$^2$Struct,20,5,58.82352941176471
Only-MS$^2$,1,5,10.294117647058822
Only-MS$^2$,20,5,50.97915999244271
LC-MS$^2$Struct,1,6,16.666666666666664
LC-MS$^2$Struct,20,6,58.82352941176471
Only-MS$^2$,1,6,10.294117647058822
Only-MS$^2$,20,6,50.97915999244271
LC-MS$^2$Struct,1,7,17.647058823529413
LC-MS$^2$Struct,20,7,58.82352941176471
Only-MS$^2$,1,7,10.294117647058822
Only-MS$^2$,20,7,50.97915999244271
LC-MS$^2$Struct,1,8,17.647058823529413
LC-MS$^2$Struct,20,8,58.82352941176471
Only-MS$^2$,1,8,10.294117647058822
Only-MS$^2$,20,8,50.97915999244271
LC-MS$^2$Struct,1,1,15.68627450980392
LC-MS$^2$Struct,20,1,58.82352941176471
Only-MS$^2$,1,1,11.847323628905114
Only-MS$^2$,20,1,41.25956145001467
LC-MS$^2$Struct,1,2,15.68627450980392
LC-MS$^2$Struct,20,2,62.74509803921568
Only-MS$^2$,1,2,11.847323628905114
Only-MS$^2$,20,2,41.25956145001467
LC-MS$^2$Struct,1,3,19.607843137254903
LC-MS$^2$Struct,20,3,62.74509803921568
Only-MS$^2$,1,3,11.847323628905114
Only-MS$^2$,20,3,41.25956145001467
LC-MS$^2$Struct,1,4,13.725490196078432
LC-MS$^2$Struct,20,4,62.74509803921568
Only-MS$^2$,1,4,11.847323628905114
Only-MS$^2$,20,4,41.25956145001467
LC-MS$^2$Struct,1,5,15.68627450980392
LC-MS$^2$Struct,20,5,62.74509803921568
Only-MS$^2$,1,5,11.847323628905114
Only-MS$^2$,20,5,41.25956145001467
LC-MS$^2$Struct,1,6,15.68627450980392
LC-MS$^2$Struct,20,6,60.78431372549019
Only-MS$^2$,1,6,11.847323628905114
Only-MS$^2$,20,6,41.25956145001467
LC-MS$^2$Struct,1,7,11.76470588235294
LC-MS$^2$Struct,20,7,62.74509803921568
Only-MS$^2$,1,7,11.847323628905114
Only-MS$^2$,20,7,41.25956145001467
LC-MS$^2$Struct,1,8,13.725490196078432
LC-MS$^2$Struct,20,8,62.74509803921568
Only-MS$^2$,1,8,11.847323628905114
Only-MS$^2$,20,8,41.25956145001467
LC-MS$^2$Struct,1,1,19.607843137254903
LC-MS$^2$Struct,20,1,58.82352941176471
Only-MS$^2$,1,1,9.803921568627452
Only-MS$^2$,20,1,45.28559249786871
LC-MS$^2$Struct,1,2,17.647058823529413
LC-MS$^2$Struct,20,2,54.90196078431373
Only-MS$^2$,1,2,9.803921568627452
Only-MS$^2$,20,2,45.28559249786871
LC-MS$^2$Struct,1,3,19.607843137254903
LC-MS$^2$Struct,20,3,56.86274509803921
Only-MS$^2$,1,3,9.803921568627452
Only-MS$^2$,20,3,45.28559249786871
LC-MS$^2$Struct,1,4,17.647058823529413
LC-MS$^2$Struct,20,4,56.86274509803921
Only-MS$^2$,1,4,9.803921568627452
Only-MS$^2$,20,4,45.28559249786871
LC-MS$^2$Struct,1,5,19.607843137254903
LC-MS$^2$Struct,20,5,56.86274509803921
Only-MS$^2$,1,5,9.803921568627452
Only-MS$^2$,20,5,45.28559249786871
LC-MS$^2$Struct,1,6,17.647058823529413
LC-MS$^2$Struct,20,6,56.86274509803921
Only-MS$^2$,1,6,9.803921568627452
Only-MS$^2$,20,6,45.28559249786871
LC-MS$^2$Struct,1,7,19.607843137254903
LC-MS$^2$Struct,20,7,54.90196078431373
Only-MS$^2$,1,7,9.803921568627452
Only-MS$^2$,20,7,45.28559249786871
LC-MS$^2$Struct,1,8,19.607843137254903
LC-MS$^2$Struct,20,8,54.90196078431373
Only-MS$^2$,1,8,9.803921568627452
Only-MS$^2$,20,8,45.28559249786871
LC-MS$^2$Struct,1,1,11.76470588235294
LC-MS$^2$Struct,20,1,47.05882352941176
Only-MS$^2$,1,1,8.823529411764707
Only-MS$^2$,20,1,38.23529411764706
LC-MS$^2$Struct,1,2,9.803921568627452
LC-MS$^2$Struct,20,2,47.05882352941176
Only-MS$^2$,1,2,8.823529411764707
Only-MS$^2$,20,2,38.23529411764706
LC-MS$^2$Struct,1,3,13.725490196078432
LC-MS$^2$Struct,20,3,45.09803921568628
Only-MS$^2$,1,3,8.823529411764707
Only-MS$^2$,20,3,38.23529411764706
LC-MS$^2$Struct,1,4,13.725490196078432
LC-MS$^2$Struct,20,4,49.01960784313725
Only-MS$^2$,1,4,8.823529411764707
Only-MS$^2$,20,4,38.23529411764706
LC-MS$^2$Struct,1,5,13.725490196078432
LC-MS$^2$Struct,20,5,49.01960784313725
Only-MS$^2$,1,5,8.823529411764707
Only-MS$^2$,20,5,38.23529411764706
LC-MS$^2$Struct,1,6,15.68627450980392
LC-MS$^2$Struct,20,6,49.01960784313725
Only-MS$^2$,1,6,8.823529411764707
Only-MS$^2$,20,6,38.23529411764706
LC-MS$^2$Struct,1,7,13.725490196078432
LC-MS$^2$Struct,20,7,47.05882352941176
Only-MS$^2$,1,7,8.823529411764707
Only-MS$^2$,20,7,38.23529411764706
LC-MS$^2$Struct,1,8,13.725490196078432
LC-MS$^2$Struct,20,8,45.09803921568628
Only-MS$^2$,1,8,8.823529411764707
Only-MS$^2$,20,8,38.23529411764706
LC-MS$^2$Struct,1,1,17.647058823529413
LC-MS$^2$Struct,20,1,60.78431372549019
Only-MS$^2$,1,1,11.50326797385621
Only-MS$^2$,20,1,46.30467571644043
LC-MS$^2$Struct,1,2,19.607843137254903
LC-MS$^2$Struct,20,2,56.86274509803921
Only-MS$^2$,1,2,11.50326797385621
Only-MS$^2$,20,2,46.30467571644043
LC-MS$^2$Struct,1,3,17.647058823529413
LC-MS$^2$Struct,20,3,56.86274509803921
Only-MS$^2$,1,3,11.50326797385621
Only-MS$^2$,20,3,46.30467571644043
LC-MS$^2$Struct,1,4,17.647058823529413
LC-MS$^2$Struct,20,4,60.78431372549019
Only-MS$^2$,1,4,11.50326797385621
Only-MS$^2$,20,4,46.30467571644043
LC-MS$^2$Struct,1,5,15.68627450980392
LC-MS$^2$Struct,20,5,58.82352941176471
Only-MS$^2$,1,5,11.50326797385621
Only-MS$^2$,20,5,46.30467571644043
LC-MS$^2$Struct,1,6,15.68627450980392
LC-MS$^2$Struct,20,6,60.78431372549019
Only-MS$^2$,1,6,11.50326797385621
Only-MS$^2$,20,6,46.30467571644043
LC-MS$^2$Struct,1,7,17.647058823529413
LC-MS$^2$Struct,20,7,56.86274509803921
Only-MS$^2$,1,7,11.50326797385621
Only-MS$^2$,20,7,46.30467571644043
LC-MS$^2$Struct,1,8,17.647058823529413
LC-MS$^2$Struct,20,8,56.86274509803921
Only-MS$^2$,1,8,11.50326797385621
Only-MS$^2$,20,8,46.30467571644043
LC-MS$^2$Struct,1,1,17.647058823529413
LC-MS$^2$Struct,20,1,49.01960784313725
Only-MS$^2$,1,1,4.313725490196079
Only-MS$^2$,20,1,42.48366013071897
LC-MS$^2$Struct,1,2,13.725490196078432
LC-MS$^2$Struct,20,2,56.86274509803921
Only-MS$^2$,1,2,4.313725490196079
Only-MS$^2$,20,2,42.48366013071897
LC-MS$^2$Struct,1,3,17.647058823529413
LC-MS$^2$Struct,20,3,56.86274509803921
Only-MS$^2$,1,3,4.313725490196079
Only-MS$^2$,20,3,42.48366013071897
LC-MS$^2$Struct,1,4,17.647058823529413
LC-MS$^2$Struct,20,4,54.90196078431373
